2023-04-26 01:43:59,227:INFO: Effective parameters:
2023-04-26 01:43:59,227:INFO:   <<< batch_size: 128
2023-04-26 01:43:59,227:INFO:   <<< beta1: 0.9
2023-04-26 01:43:59,227:INFO:   <<< beta2: 0.98
2023-04-26 01:43:59,227:INFO:   <<< checkpoint_path: logs
2023-04-26 01:43:59,227:INFO:   <<< context_length: 64
2023-04-26 01:43:59,227:INFO:   <<< dataset_root: /home/lihao/data/MSCOCO
2023-04-26 01:43:59,227:INFO:   <<< display: 20
2023-04-26 01:43:59,227:INFO:   <<< epochs: 5
2023-04-26 01:43:59,227:INFO:   <<< eps: 1e-06
2023-04-26 01:43:59,227:INFO:   <<< eval: False
2023-04-26 01:43:59,227:INFO:   <<< eval_batch_size: 64
2023-04-26 01:43:59,227:INFO:   <<< experiments: ex1
2023-04-26 01:43:59,227:INFO:   <<< local_rank: -1
2023-04-26 01:43:59,227:INFO:   <<< lr: 1e-05
2023-04-26 01:43:59,227:INFO:   <<< name: CLIP_ITM
2023-04-26 01:43:59,228:INFO:   <<< num_workers: 8
2023-04-26 01:43:59,228:INFO:   <<< resume: None
2023-04-26 01:43:59,228:INFO:   <<< seed: 99
2023-04-26 01:43:59,228:INFO:   <<< vision_model: ViT-B/16
2023-04-26 01:43:59,228:INFO:   <<< warmup: 500
2023-04-26 01:43:59,228:INFO:   <<< weight_decay: 0.2
2023-04-26 01:44:07,772:INFO: Model Initialized!
2023-04-26 01:44:07,781:INFO: ========== Initial the train set ==========
2023-04-26 01:44:09,479:INFO: 413915 captions have been loaded.
2023-04-26 01:44:46,454:INFO: 82783 images have been loaded.
2023-04-26 01:44:46,454:INFO: train set initialization completed!
2023-04-26 01:44:46,454:INFO: ========== Initial the test set ==========
2023-04-26 01:44:47,034:INFO: 25000 captions have been loaded.
2023-04-26 01:44:49,151:INFO: 5000 images have been loaded.
2023-04-26 01:44:49,151:INFO: test set initialization completed!
2023-04-26 01:44:49,153:INFO: ***** Running training *****
2023-04-26 01:44:49,153:INFO:   Num examples = 413915
2023-04-26 01:44:49,154:INFO:   Batch size = 128
2023-04-26 01:44:49,154:INFO:   Num steps = 2069575
2023-04-26 01:45:04,536:INFO: Epoch: 1/5, step:20/3233, lr: 0.00000042, loss: 0.600305
2023-04-26 01:45:15,774:INFO: Epoch: 1/5, step:40/3233, lr: 0.00000082, loss: 0.602747
2023-04-26 01:45:27,117:INFO: Epoch: 1/5, step:60/3233, lr: 0.00000122, loss: 0.575500
2023-04-26 01:45:38,386:INFO: Epoch: 1/5, step:80/3233, lr: 0.00000162, loss: 0.522278
2023-04-26 01:45:49,617:INFO: Epoch: 1/5, step:100/3233, lr: 0.00000202, loss: 0.509766
2023-04-26 01:46:00,863:INFO: Epoch: 1/5, step:120/3233, lr: 0.00000242, loss: 0.512708
2023-04-26 01:46:12,154:INFO: Epoch: 1/5, step:140/3233, lr: 0.00000282, loss: 0.483118
2023-04-26 01:46:23,325:INFO: Epoch: 1/5, step:160/3233, lr: 0.00000322, loss: 0.435291
2023-04-26 01:46:34,591:INFO: Epoch: 1/5, step:180/3233, lr: 0.00000362, loss: 0.425940
2023-04-26 01:46:46,005:INFO: Epoch: 1/5, step:200/3233, lr: 0.00000402, loss: 0.406470
2023-04-26 01:46:57,234:INFO: Epoch: 1/5, step:220/3233, lr: 0.00000442, loss: 0.418738
2023-04-26 01:47:08,659:INFO: Epoch: 1/5, step:240/3233, lr: 0.00000482, loss: 0.399585
2023-04-26 01:47:19,950:INFO: Epoch: 1/5, step:260/3233, lr: 0.00000522, loss: 0.385846
2023-04-26 01:47:31,243:INFO: Epoch: 1/5, step:280/3233, lr: 0.00000562, loss: 0.360681
2023-04-26 01:47:42,675:INFO: Epoch: 1/5, step:300/3233, lr: 0.00000602, loss: 0.358972
2023-04-26 01:47:54,168:INFO: Epoch: 1/5, step:320/3233, lr: 0.00000642, loss: 0.366663
2023-04-26 01:48:05,574:INFO: Epoch: 1/5, step:340/3233, lr: 0.00000682, loss: 0.368726
2023-04-26 01:48:17,106:INFO: Epoch: 1/5, step:360/3233, lr: 0.00000722, loss: 0.357812
2023-04-26 01:48:28,464:INFO: Epoch: 1/5, step:380/3233, lr: 0.00000762, loss: 0.354810
2023-04-26 01:48:39,863:INFO: Epoch: 1/5, step:400/3233, lr: 0.00000802, loss: 0.340039
2023-04-26 01:48:51,231:INFO: Epoch: 1/5, step:420/3233, lr: 0.00000842, loss: 0.335175
2023-04-26 01:49:02,697:INFO: Epoch: 1/5, step:440/3233, lr: 0.00000882, loss: 0.350745
2023-04-26 01:49:14,083:INFO: Epoch: 1/5, step:460/3233, lr: 0.00000922, loss: 0.345502
2023-04-26 01:49:25,398:INFO: Epoch: 1/5, step:480/3233, lr: 0.00000962, loss: 0.326489
2023-04-26 01:49:36,856:INFO: Epoch: 1/5, step:500/3233, lr: 0.00001000, loss: 0.294812
2023-04-26 01:49:48,283:INFO: Epoch: 1/5, step:520/3233, lr: 0.00001000, loss: 0.316345
